id,parentProductId,title,categories,description,quantity,price,active
851-variation-4,851,Rebutia albiareolata,,<p>Rebutia albiareolata - Padcaya/Tarija/Bolivia - HV/B 0120</p>,5000 seeds,75.00,instock
4945,,Sulcorebutia marianae,"Sulcorebutia,SEEDS  Cacti S,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Sulcorebutia marianae - S. of Yacuparticu/Cochabamba/Bolivia - HV/B 035</p>,,,instock
4945-variation-0,4945,Sulcorebutia marianae,,<p>Sulcorebutia marianae - S. of Yacuparticu/Cochabamba/Bolivia - HV/B 035</p>,10 seeds,1.50,instock
4945-variation-1,4945,Sulcorebutia marianae,,<p>Sulcorebutia marianae - S. of Yacuparticu/Cochabamba/Bolivia - HV/B 035</p>,25 seeds,2.50,instock
4945-variation-2,4945,Sulcorebutia marianae,,<p>Sulcorebutia marianae - S. of Yacuparticu/Cochabamba/Bolivia - HV/B 035</p>,100 seeds,8,instock
4945-variation-3,4945,Sulcorebutia marianae,,<p>Sulcorebutia marianae - S. of Yacuparticu/Cochabamba/Bolivia - HV/B 035</p>,500 seeds,35,instock
852,,Rebutia buiningiana,"Cacti Seed List (A to Z),SEEDS Cacti Q-R,Rebutia,CACTI SEED INDEX",<p>Rebutia buiningiana (Syn: Aylostera buiningiana)</p>,,,instock
852-variation-0,852,Rebutia buiningiana,,<p>Rebutia buiningiana (Syn: Aylostera buiningiana)</p>,25 seeds,1.50,instock
852-variation-1,852,Rebutia buiningiana,,<p>Rebutia buiningiana (Syn: Aylostera buiningiana)</p>,100 seeds,3.50,instock
852-variation-2,852,Rebutia buiningiana,,<p>Rebutia buiningiana (Syn: Aylostera buiningiana)</p>,500 seeds,12.00,instock
852-variation-3,852,Rebutia buiningiana,,<p>Rebutia buiningiana (Syn: Aylostera buiningiana)</p>,"1,000 seeds",20.00,instock
852-variation-4,852,Rebutia buiningiana,,<p>Rebutia buiningiana (Syn: Aylostera buiningiana)</p>,"5,000 seeds",75.00,instock
3515,,Parodia sanagasta,"SEEDS  Cacti P,Cacti Seed List (A to Z),Parodia,CACTI SEED INDEX",<p>Parodia sanagasta</p>,,,outofstock
3515-variation-0,3515,Parodia sanagasta,,<p>Parodia sanagasta</p>,500 seeds,12.00,outofstock
3515-variation-1,3515,Parodia sanagasta,,<p>Parodia sanagasta</p>,"1,000 seeds",16.00,outofstock
3515-variation-2,3515,Parodia sanagasta,,<p>Parodia sanagasta</p>,"5,000 seeds",60.00,outofstock
823,,Armatocereus rauhii,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus rauhii. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 33' tall . Regular water summer, little water in winter. Carmine red flowers, 1.5"" in diameter. Origin:&nbsp; Peru (Camajarca, Amazonas).</p>",,,instock
823-variation-0,823,Armatocereus rauhii,,"<p>Armatocereus rauhii. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 33' tall . Regular water summer, little water in winter. Carmine red flowers, 1.5"" in diameter. Origin:&nbsp; Peru (Camajarca, Amazonas).</p>",25 seeds,1.50,instock
823-variation-1,823,Armatocereus rauhii,,"<p>Armatocereus rauhii. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 33' tall . Regular water summer, little water in winter. Carmine red flowers, 1.5"" in diameter. Origin:&nbsp; Peru (Camajarca, Amazonas).</p>",100 seeds,4,instock
816,,Coryphantha palmeri,"Cacti Seed List (A to Z),SEEDS  Cacti C,Coryphantha,Seasonal Cacti Seeds,CACTI SEED INDEX","<p>Coryphantha palmeri. USDA: 9b-11. Hardy to 25&deg; F. Partial shade in hot desert gardens. Solitary or slowly clumping cylindrical cactus to 10"" tall, 4"" diameter. Little water summer, dry in winter. Needs good drainage. Yellowish white flowers. Origin: Mexico.</p>",,,instock
816-variation-0,816,Coryphantha palmeri,,"<p>Coryphantha palmeri. USDA: 9b-11. Hardy to 25&deg; F. Partial shade in hot desert gardens. Solitary or slowly clumping cylindrical cactus to 10"" tall, 4"" diameter. Little water summer, dry in winter. Needs good drainage. Yellowish white flowers. Origin: Mexico.</p>",25 seeds,2,instock
817,,Coryphantha potosina,"Cacti Seed List (A to Z),SEEDS  Cacti C,Coryphantha,CACTI SEED INDEX","<p>Coryphantha potosiana. (Syn: Mammillaria potosiana) USDA: 9b-11. Partial shade in hot desert gardens. Globular cactus, up to 3.6 inches in diameter. Little water summer, dry in winter. Needs good drainage. Flowers with yellow internal segments, purplish red and cream outside segments. Origin: Mexico.</p>",,,outofstock
817-variation-0,817,Coryphantha potosina,,"<p>Coryphantha potosiana. (Syn: Mammillaria potosiana) USDA: 9b-11. Partial shade in hot desert gardens. Globular cactus, up to 3.6 inches in diameter. Little water summer, dry in winter. Needs good drainage. Flowers with yellow internal segments, purplish red and cream outside segments. Origin: Mexico.</p>",25 seeds,1.75,outofstock
819,,Acanthocalycium klimpelianum,"Cacti Seed List (A to Z),SEEDS Cacti A,Acanthocalycium,CACTI SEED INDEX","<p>Acanthocalycium klimpelianum. USDA:  8-10. Frost hardy to 10&deg; F for short durations. Usually solitary growth to 4"" tall, 4"" diameter. Summer, regular water; winter little to no water. Full sun to light shade. Large flowers. Origin: Northern Argentina.</p>",,,instock
819-variation-0,819,Acanthocalycium klimpelianum,,"<p>Acanthocalycium klimpelianum. USDA:  8-10. Frost hardy to 10&deg; F for short durations. Usually solitary growth to 4"" tall, 4"" diameter. Summer, regular water; winter little to no water. Full sun to light shade. Large flowers. Origin: Northern Argentina.</p>",25 seeds,1.50,instock
819-variation-1,819,Acanthocalycium klimpelianum,,"<p>Acanthocalycium klimpelianum. USDA:  8-10. Frost hardy to 10&deg; F for short durations. Usually solitary growth to 4"" tall, 4"" diameter. Summer, regular water; winter little to no water. Full sun to light shade. Large flowers. Origin: Northern Argentina.</p>",100 seeds,3.50,instock
819-variation-2,819,Acanthocalycium klimpelianum,,"<p>Acanthocalycium klimpelianum. USDA:  8-10. Frost hardy to 10&deg; F for short durations. Usually solitary growth to 4"" tall, 4"" diameter. Summer, regular water; winter little to no water. Full sun to light shade. Large flowers. Origin: Northern Argentina.</p>",500 seeds,15.00,instock
819-variation-3,819,Acanthocalycium klimpelianum,,"<p>Acanthocalycium klimpelianum. USDA:  8-10. Frost hardy to 10&deg; F for short durations. Usually solitary growth to 4"" tall, 4"" diameter. Summer, regular water; winter little to no water. Full sun to light shade. Large flowers. Origin: Northern Argentina.</p>",1000 seeds,24.00,instock
819-variation-4,819,Acanthocalycium klimpelianum,,"<p>Acanthocalycium klimpelianum. USDA:  8-10. Frost hardy to 10&deg; F for short durations. Usually solitary growth to 4"" tall, 4"" diameter. Summer, regular water; winter little to no water. Full sun to light shade. Large flowers. Origin: Northern Argentina.</p>",5000 seeds,80.00,instock
371,,Seeds Bromus ciliatus (Fringed Bromegrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX","<p>Bromus ciliatus (Fringed Bromegrass). Habitat : Plains to montane meadows, sandy to loamy soils. 128,000 seeds per lb.</p>",,,instock
371-variation-0,371,Seeds Bromus ciliatus (Fringed Bromegrass),,"<p>Bromus ciliatus (Fringed Bromegrass). Habitat : Plains to montane meadows, sandy to loamy soils. 128,000 seeds per lb.</p>",1/10 oz. (800 seeds),2.00,instock
371-variation-1,371,Seeds Bromus ciliatus (Fringed Bromegrass),,"<p>Bromus ciliatus (Fringed Bromegrass). Habitat : Plains to montane meadows, sandy to loamy soils. 128,000 seeds per lb.</p>",1 oz.,8.00,instock
371-variation-2,371,Seeds Bromus ciliatus (Fringed Bromegrass),,"<p>Bromus ciliatus (Fringed Bromegrass). Habitat : Plains to montane meadows, sandy to loamy soils. 128,000 seeds per lb.</p>",4 oz.,15.00,instock
371-variation-3,371,Seeds Bromus ciliatus (Fringed Bromegrass),,"<p>Bromus ciliatus (Fringed Bromegrass). Habitat : Plains to montane meadows, sandy to loamy soils. 128,000 seeds per lb.</p>",8 oz.,20.00,instock
371-variation-4,371,Seeds Bromus ciliatus (Fringed Bromegrass),,"<p>Bromus ciliatus (Fringed Bromegrass). Habitat : Plains to montane meadows, sandy to loamy soils. 128,000 seeds per lb.</p>",1 lb.,30.00,instock
369,,Seeds Beckmannia syzigachne (American Sloughgrass),"SEEDS  Native Grasses,SEEDS All Grasses,SEEDS Riparian & Wetland,GRASS SEED INDEX","<p>Beckmannia syzigachne (American Sloughgrass). Height 8-24"" (Habitat : Moist to wet soils higher elevation) 900,000 seeds per lb.</p>",,,outofstock
369-variation-0,369,Seeds Beckmannia syzigachne (American Sloughgrass),,"<p>Beckmannia syzigachne (American Sloughgrass). Height 8-24"" (Habitat : Moist to wet soils higher elevation) 900,000 seeds per lb.</p>",1 oz.,6.00,outofstock
369-variation-1,369,Seeds Beckmannia syzigachne (American Sloughgrass),,"<p>Beckmannia syzigachne (American Sloughgrass). Height 8-24"" (Habitat : Moist to wet soils higher elevation) 900,000 seeds per lb.</p>",4 oz.,15.00,outofstock
369-variation-2,369,Seeds Beckmannia syzigachne (American Sloughgrass),,"<p>Beckmannia syzigachne (American Sloughgrass). Height 8-24"" (Habitat : Moist to wet soils higher elevation) 900,000 seeds per lb.</p>",8 oz.,25.00,outofstock
369-variation-3,369,Seeds Beckmannia syzigachne (American Sloughgrass),,"<p>Beckmannia syzigachne (American Sloughgrass). Height 8-24"" (Habitat : Moist to wet soils higher elevation) 900,000 seeds per lb.</p>",1 lb,35.00,outofstock
841,,Astrophytum ornatum v. glabrescens,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum ornatum v. glabrescens</p>,,,outofstock
841-variation-0,841,Astrophytum ornatum v. glabrescens,,<p>Astrophytum ornatum v. glabrescens</p>,25 seeds,1.75,outofstock
842,,Astrophytum senile v. aureum,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum senile v. aureum.&nbsp;</p>,,,instock
842-variation-0,842,Astrophytum senile v. aureum,,<p>Astrophytum senile v. aureum.&nbsp;</p>,25 seeds,2,instock
843,,Armatocereus mataranus,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX",<p>Armatocereus mataranus.&nbsp;</p>,,,instock
843-variation-0,843,Armatocereus mataranus,,<p>Armatocereus mataranus.&nbsp;</p>,25 seeds,1.5,instock
843-variation-1,843,Armatocereus mataranus,,<p>Armatocereus mataranus.&nbsp;</p>,100 seeds,3.5,instock
843-variation-2,843,Armatocereus mataranus,,<p>Armatocereus mataranus.&nbsp;</p>,500 seeds,13.50,instock
843-variation-3,843,Armatocereus mataranus,,<p>Armatocereus mataranus.&nbsp;</p>,1000 seeds,24.00,instock
843-variation-4,843,Armatocereus mataranus,,<p>Armatocereus mataranus.&nbsp;</p>,5000 seeds,85.00,instock
844,,Armatocereus matucanensis,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus matucanensis. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 24' tall. Regular water summer, little water in winter.  4"" long, white nocturnal flowers. Origin: Peru.&nbsp;</p>",,,outofstock
844-variation-0,844,Armatocereus matucanensis,,"<p>Armatocereus matucanensis. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 24' tall. Regular water summer, little water in winter.  4"" long, white nocturnal flowers. Origin: Peru.&nbsp;</p>",25 seeds,1.75,outofstock
845,,Armatocereus oligogonus,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus oligogonus. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 10' tall . Regular water summer, little water in winter. 2"" diameter, white nocturnal flowers. Origin: Peru (Ancabamba Valley)</p>",,,outofstock
845-variation-0,845,Armatocereus oligogonus,,"<p>Armatocereus oligogonus. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 10' tall . Regular water summer, little water in winter. 2"" diameter, white nocturnal flowers. Origin: Peru (Ancabamba Valley)</p>",500 seeds,15.00,outofstock
845-variation-1,845,Armatocereus oligogonus,,"<p>Armatocereus oligogonus. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 10' tall . Regular water summer, little water in winter. 2"" diameter, white nocturnal flowers. Origin: Peru (Ancabamba Valley)</p>","1,000 seeds",20.00,outofstock
846,,Armatocereus procerus,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus procerus. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 25' tall. Regular water summer, little water in winter. 2"" diameter, 4"" long, white nocturnal flowers. Origin: Southern Peru.</p>",,,outofstock
846-variation-0,846,Armatocereus procerus,,"<p>Armatocereus procerus. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 25' tall. Regular water summer, little water in winter. 2"" diameter, 4"" long, white nocturnal flowers. Origin: Southern Peru.</p>",25 seeds,1.75,outofstock
847,,Arrojadoa aureispina,"Cacti Seed List (A to Z),SEEDS Cacti A,Arrojadoa,CACTI SEED INDEX","<p>Arrojadoa aureispina. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar brancing at the base, up to 6' tall. Regular water summer, little water in winter. Pink to lavendar flowers. Origin:&nbsp; Brazil.</p>",,,instock
847-variation-0,847,Arrojadoa aureispina,,"<p>Arrojadoa aureispina. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar brancing at the base, up to 6' tall. Regular water summer, little water in winter. Pink to lavendar flowers. Origin:&nbsp; Brazil.</p>",25 seeds,1.50,instock
847-variation-1,847,Arrojadoa aureispina,,"<p>Arrojadoa aureispina. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar brancing at the base, up to 6' tall. Regular water summer, little water in winter. Pink to lavendar flowers. Origin:&nbsp; Brazil.</p>",100 seeds,5,instock
847-variation-2,847,Arrojadoa aureispina,,"<p>Arrojadoa aureispina. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar brancing at the base, up to 6' tall. Regular water summer, little water in winter. Pink to lavendar flowers. Origin:&nbsp; Brazil.</p>",500 seeds,17.5,instock
847-variation-3,847,Arrojadoa aureispina,,"<p>Arrojadoa aureispina. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar brancing at the base, up to 6' tall. Regular water summer, little water in winter. Pink to lavendar flowers. Origin:&nbsp; Brazil.</p>",1000 seeds,30,instock
847-variation-4,847,Arrojadoa aureispina,,"<p>Arrojadoa aureispina. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar brancing at the base, up to 6' tall. Regular water summer, little water in winter. Pink to lavendar flowers. Origin:&nbsp; Brazil.</p>",5000 seeds,95.00,instock
773,,Pyrrhocactus umadeave,"Cacti Seed List (A to Z),SEEDS  Cacti P,Pyrrhocactus,CACTI SEED INDEX","<p>Pyrrhocactus umadeave. USDA: 9b-11. Hardy to 28&deg;F. Light shade to full sun.Root rot prone, provide good drainage, keep dry. Tree-like growth, with stems to 18 inches. Pale pink flowers. Origin: Argentina.</p>",,,instock
773-variation-0,773,Pyrrhocactus umadeave,,"<p>Pyrrhocactus umadeave. USDA: 9b-11. Hardy to 28&deg;F. Light shade to full sun.Root rot prone, provide good drainage, keep dry. Tree-like growth, with stems to 18 inches. Pale pink flowers. Origin: Argentina.</p>",25 seeds,1.50,instock
773-variation-1,773,Pyrrhocactus umadeave,,"<p>Pyrrhocactus umadeave. USDA: 9b-11. Hardy to 28&deg;F. Light shade to full sun.Root rot prone, provide good drainage, keep dry. Tree-like growth, with stems to 18 inches. Pale pink flowers. Origin: Argentina.</p>",100 seeds,3.50,instock
773-variation-2,773,Pyrrhocactus umadeave,,"<p>Pyrrhocactus umadeave. USDA: 9b-11. Hardy to 28&deg;F. Light shade to full sun.Root rot prone, provide good drainage, keep dry. Tree-like growth, with stems to 18 inches. Pale pink flowers. Origin: Argentina.</p>",500 seeds,13.50,instock
773-variation-3,773,Pyrrhocactus umadeave,,"<p>Pyrrhocactus umadeave. USDA: 9b-11. Hardy to 28&deg;F. Light shade to full sun.Root rot prone, provide good drainage, keep dry. Tree-like growth, with stems to 18 inches. Pale pink flowers. Origin: Argentina.</p>",1000 seeds,24.00,instock
773-variation-4,773,Pyrrhocactus umadeave,,"<p>Pyrrhocactus umadeave. USDA: 9b-11. Hardy to 28&deg;F. Light shade to full sun.Root rot prone, provide good drainage, keep dry. Tree-like growth, with stems to 18 inches. Pale pink flowers. Origin: Argentina.</p>",5000 seeds,85.00,instock
774,,Stenocereus pruinosus,"Cacti Seed List (A to Z),SEEDS  Cacti S,Stenocereus,CACTI SEED INDEX","<p>Stenocereus pruinosus. Mexican organ pipe. USDA: 10. Full sun. Heat tolerant. Little to moderate water. Hardy to 23&deg;F. Fast growing to 20' tall. Origin: South-central Mexico.</p>",,,instock
774-variation-0,774,Stenocereus pruinosus,,"<p>Stenocereus pruinosus. Mexican organ pipe. USDA: 10. Full sun. Heat tolerant. Little to moderate water. Hardy to 23&deg;F. Fast growing to 20' tall. Origin: South-central Mexico.</p>",25 seeds,1.50,instock
774-variation-1,774,Stenocereus pruinosus,,"<p>Stenocereus pruinosus. Mexican organ pipe. USDA: 10. Full sun. Heat tolerant. Little to moderate water. Hardy to 23&deg;F. Fast growing to 20' tall. Origin: South-central Mexico.</p>",100 seeds,3.50,instock
774-variation-2,774,Stenocereus pruinosus,,"<p>Stenocereus pruinosus. Mexican organ pipe. USDA: 10. Full sun. Heat tolerant. Little to moderate water. Hardy to 23&deg;F. Fast growing to 20' tall. Origin: South-central Mexico.</p>",500 seeds,13.50,instock
774-variation-3,774,Stenocereus pruinosus,,"<p>Stenocereus pruinosus. Mexican organ pipe. USDA: 10. Full sun. Heat tolerant. Little to moderate water. Hardy to 23&deg;F. Fast growing to 20' tall. Origin: South-central Mexico.</p>",1000 seeds,22.00,instock
775,,Stenocereus queretaroensis,"Cacti Seed List (A to Z),SEEDS  Cacti S,Stenocereus,CACTI SEED INDEX","<p>Stenocereus queretaroensis. USDA: 9b-11. (SYN: Ritterocereus queretaroensis, Pachycereus queretaroensis, Lemaireocereus queretaroensis, Rathbunia queretaroensis). Light shade to full sun. Hardy to 28&deg; F. Tree-like growth, with stems to 18'. Pale pink flowers. Origin: Mexico.</p>",,,outofstock
