id,parentProductId,title,categories,description,quantity,price,active,status
2208-variation-1,2208,Thymus vulgaris - Common thyme seeds,,"<p>Thymus vulgaris (Common, German or Winter Thyme). Perennial. 85 days. Woody plant spreads to form attractive 8 to 12 inch  high mounds. Aromatic leaves used to flavor meats, dressings, soups, and  stews.</p>",1 oz. (170000 seeds),45.00,outofstock,private
2209,2209,Seeds Aloe maculata,"SEEDS Succulents A,Succulent Seeds A-Z,Aloe Seeds,SUCCULENT SEED INDEX","<p><span>Seeds Aloe maculata. synonym </span>Aloe saponaria (Tiger aloe). Sunset: 8,9,12-24; USDA: 9-11. Light shade.  Heat tolerant. Hardy to 24°F. Little water. Clustering rosettes, each  plants grows to 8"" tall; 10"" wide. Origin: Africa.</p>",,,outofstock,private
2209-variation-0,2209,Seeds Aloe maculata,,"<p><span>Seeds Aloe maculata. synonym </span>Aloe saponaria (Tiger aloe). Sunset: 8,9,12-24; USDA: 9-11. Light shade.  Heat tolerant. Hardy to 24°F. Little water. Clustering rosettes, each  plants grows to 8"" tall; 10"" wide. Origin: Africa.</p>",25 seeds,1.50,outofstock,private
2210,2210,Seeds Achillea millefolium rubra (Red Yarrow),"Wildflower Seeds A to B,Achillea species,WILDFLOWER SEED INDEX",<p>Achillea millefolium rubra (Red Yarrow)</p>,,,outofstock,private
2210-variation-0,2210,Seeds Achillea millefolium rubra (Red Yarrow),,<p>Achillea millefolium rubra (Red Yarrow)</p>,4 oz.,85.00,outofstock,private
2210-variation-1,2210,Seeds Achillea millefolium rubra (Red Yarrow),,<p>Achillea millefolium rubra (Red Yarrow)</p>,8 oz.,125.00,outofstock,private
2210-variation-2,2210,Seeds Achillea millefolium rubra (Red Yarrow),,<p>Achillea millefolium rubra (Red Yarrow)</p>,1 lb.,190.00,outofstock,private
2708,2708,Seeds Yucca faxoniana,"Yucca Seeds,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Yucca faxoniana.</p>,,,outofstock,private
2708-variation-0,2708,Seeds Yucca faxoniana,,<p>Yucca faxoniana.</p>,25 seeds,1.50,outofstock,private
3299,3299,Echinocereus reichenbachii v. minor,"Cacti Seed List (A to Z),SEEDS  Cacti E,Echinocereus,CACTI SEED INDEX","<p>Echinocereus reichenbachii v. minor (dwarf form, TX)</p>",,,instock,publish
3299-variation-0,3299,Echinocereus reichenbachii v. minor,,"<p>Echinocereus reichenbachii v. minor (dwarf form, TX)</p>",25 seeds,1.75,instock,publish
2214,2214,Agave bracteosa,"ALL SUCCULENTS,Agave species,ALL PLANTS INDEX","<p>Agave bracteosa (Squid Agave). USDA: 9-12. Full sun to light shade, heat  tolerant. Regular water during summer, keep dry winter. Hardy to 18&deg; F.  Usually solitary, grows to 18"" tall and 18"" wide. Origin: Mexico.</p>",,,outofstock,private
2214-variation-0,2214,Agave bracteosa,,"<p>Agave bracteosa (Squid Agave). USDA: 9-12. Full sun to light shade, heat  tolerant. Regular water during summer, keep dry winter. Hardy to 18&deg; F.  Usually solitary, grows to 18"" tall and 18"" wide. Origin: Mexico.</p>",10” plant,20.00,outofstock,private
2214-variation-1,2214,Agave bracteosa,,"<p>Agave bracteosa (Squid Agave). USDA: 9-12. Full sun to light shade, heat  tolerant. Regular water during summer, keep dry winter. Hardy to 18&deg; F.  Usually solitary, grows to 18"" tall and 18"" wide. Origin: Mexico.</p>",14-15” plant,45.00,outofstock,private
2213,2213,Seeds Aloe saponaria,"SEEDS Succulents A,Succulent Seeds A-Z,Aloe Seeds,SUCCULENT SEED INDEX","<p>Aloe saponaria (Giant form). Sunset: 8,9,12-24. Light shade in hottest gardens.   Heat tolerant. Hardy to 24 F. Little water. Clustering rosettes, each rosette 30"" wide.</p>",,,instock,publish
2213-variation-0,2213,Seeds Aloe saponaria,,"<p>Aloe saponaria (Giant form). Sunset: 8,9,12-24. Light shade in hottest gardens.   Heat tolerant. Hardy to 24 F. Little water. Clustering rosettes, each rosette 30"" wide.</p>",25 seeds,1.50,instock,publish
2213-variation-1,2213,Seeds Aloe saponaria,,"<p>Aloe saponaria (Giant form). Sunset: 8,9,12-24. Light shade in hottest gardens.   Heat tolerant. Hardy to 24 F. Little water. Clustering rosettes, each rosette 30"" wide.</p>",100 seeds,4.00,instock,publish
2215,2215,Seeds Echeveria agavoides,"SEEDS Succulents E,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Echeveria agavoides</p>,,,outofstock,private
2215-variation-0,2215,Seeds Echeveria agavoides,,<p>Echeveria agavoides</p>,500 seeds,40.00,outofstock,private
2215-variation-1,2215,Seeds Echeveria agavoides,,<p>Echeveria agavoides</p>,"1,000 seeds",70.00,outofstock,private
2228,2228,Neoraimondia comosa,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neoraimondia,CACTI SEED INDEX",<p>Neoraimondia comosa</p>,,,outofstock,private
2228-variation-0,2228,Neoraimondia comosa,,<p>Neoraimondia comosa</p>,500 seeds,15.00,outofstock,private
2228-variation-1,2228,Neoraimondia comosa,,<p>Neoraimondia comosa</p>,"1,000 seeds",25.00,outofstock,private
2228-variation-2,2228,Neoraimondia comosa,,<p>Neoraimondia comosa</p>,"5,000 seeds",75.00,outofstock,private
2216,2216,Espostoa senilis (Thrixanthocereus senilis),"SEEDS  Cacti E,Cacti Seed List (A to Z),Espostoa,CACTI SEED INDEX",<p>Espostoa senilis (Syn: Thrixanthocereus senilis)</p>,,,instock,publish
2216-variation-0,2216,Espostoa senilis (Thrixanthocereus senilis),,<p>Espostoa senilis (Syn: Thrixanthocereus senilis)</p>,25 seeds,1.75,instock,publish
2216-variation-1,2216,Espostoa senilis (Thrixanthocereus senilis),,<p>Espostoa senilis (Syn: Thrixanthocereus senilis)</p>,100 seeds,5.00,instock,publish
2216-variation-2,2216,Espostoa senilis (Thrixanthocereus senilis),,<p>Espostoa senilis (Syn: Thrixanthocereus senilis)</p>,500 seeds,20.00,instock,publish
2216-variation-3,2216,Espostoa senilis (Thrixanthocereus senilis),,<p>Espostoa senilis (Syn: Thrixanthocereus senilis)</p>,1000 seeds,35.00,instock,publish
2217,2217,Seeds Cacti Zygocactus truncatus,"SEEDS  Cacti U to Z,Cacti Seed List (A to Z),CACTI SEED INDEX","<p><span style=""font-size: small;""><span style=""font-family: arial,helvetica,sans-serif;"">Zygocactus truncatus</span></span></p>",,,outofstock,private
2217-variation-0,2217,Seeds Cacti Zygocactus truncatus,,"<p><span style=""font-size: small;""><span style=""font-family: arial,helvetica,sans-serif;"">Zygocactus truncatus</span></span></p>",25 seeds,1.85,outofstock,private
2218,2218,Malacocarpus erinacea,"SEEDS  Cacti M,Cacti Seed List (A to Z),Malacocarpus,CACTI SEED INDEX",<p>Malacocarpus erinacea</p>,,,instock,publish
2218-variation-0,2218,Malacocarpus erinacea,,<p>Malacocarpus erinacea</p>,25 seeds,1.50,instock,publish
2218-variation-1,2218,Malacocarpus erinacea,,<p>Malacocarpus erinacea</p>,100 seeds,4.50,instock,publish
2218-variation-2,2218,Malacocarpus erinacea,,<p>Malacocarpus erinacea</p>,500 seeds,20.00,instock,publish
2218-variation-3,2218,Malacocarpus erinacea,,<p>Malacocarpus erinacea</p>,1000 seeds,30.00,instock,publish
2219,2219,Malacocarpus ernestii,"SEEDS  Cacti M,Cacti Seed List (A to Z),Malacocarpus,CACTI SEED INDEX",<p>Malacocarpus ernestii</p>,,,instock,publish
2219-variation-0,2219,Malacocarpus ernestii,,<p>Malacocarpus ernestii</p>,25 seeds,1.50,instock,publish
2219-variation-1,2219,Malacocarpus ernestii,,<p>Malacocarpus ernestii</p>,100 seeds,4.50,instock,publish
2219-variation-2,2219,Malacocarpus ernestii,,<p>Malacocarpus ernestii</p>,500 seeds,20.00,instock,publish
2219-variation-3,2219,Malacocarpus ernestii,,<p>Malacocarpus ernestii</p>,1000 seeds,30.00,instock,publish
2220,2220,Malacocarpus langsdorfii,"SEEDS  Cacti M,Cacti Seed List (A to Z),Malacocarpus,CACTI SEED INDEX",<p>Malacocarpus langsdorfii.</p>,,,instock,publish
2220-variation-0,2220,Malacocarpus langsdorfii,,<p>Malacocarpus langsdorfii.</p>,25 seeds,2,instock,publish
2220-variation-1,2220,Malacocarpus langsdorfii,,<p>Malacocarpus langsdorfii.</p>,100 seeds,6,instock,publish
2220-variation-2,2220,Malacocarpus langsdorfii,,<p>Malacocarpus langsdorfii.</p>,500 seeds,24.00,instock,publish
2220-variation-3,2220,Malacocarpus langsdorfii,,<p>Malacocarpus langsdorfii.</p>,1000 seeds,36.00,instock,publish
2221,2221,Seeds Cotyledon orbiculata v oblonga,"SEEDS Succulents C,Succulent Seeds A-Z,Cotyledon Seeds,SUCCULENT SEED INDEX",<p>Cotyledon orbiculata v oblonga</p>,,,outofstock,private
2221-variation-0,2221,Seeds Cotyledon orbiculata v oblonga,,<p>Cotyledon orbiculata v oblonga</p>,500 seeds,15.00,outofstock,private
2221-variation-1,2221,Seeds Cotyledon orbiculata v oblonga,,<p>Cotyledon orbiculata v oblonga</p>,"1,000 seeds",25.00,outofstock,private
2221-variation-2,2221,Seeds Cotyledon orbiculata v oblonga,,<p>Cotyledon orbiculata v oblonga</p>,"5,000 seeds",75.00,outofstock,private
2222,2222,Seeds Cotyledon orbiculata v undulata,"SEEDS Succulents C,Succulent Seeds A-Z,Cotyledon Seeds,SUCCULENT SEED INDEX",<p>Cotyledon orbiculata v undulata.&nbsp;</p>,,,instock,publish
2222-variation-0,2222,Seeds Cotyledon orbiculata v undulata,,<p>Cotyledon orbiculata v undulata.&nbsp;</p>,25 seeds,1.75,instock,publish
2222-variation-1,2222,Seeds Cotyledon orbiculata v undulata,,<p>Cotyledon orbiculata v undulata.&nbsp;</p>,100 seeds,4.00,instock,publish
2222-variation-2,2222,Seeds Cotyledon orbiculata v undulata,,<p>Cotyledon orbiculata v undulata.&nbsp;</p>,500 seeds,13.50,instock,publish
2222-variation-3,2222,Seeds Cotyledon orbiculata v undulata,,<p>Cotyledon orbiculata v undulata.&nbsp;</p>,"1,000 seeds",24.00,instock,publish
2223,2223,Seeds Echeveria elegans,"SEEDS Succulents E,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Echeveria elegans</p>,,,outofstock,private
2223-variation-0,2223,Seeds Echeveria elegans,,<p>Echeveria elegans</p>,500 seeds,40.00,outofstock,private
2223-variation-1,2223,Seeds Echeveria elegans,,<p>Echeveria elegans</p>,"1,000 seeds",70.00,outofstock,private
2223-variation-2,2223,Seeds Echeveria elegans,,<p>Echeveria elegans</p>,"5,000 seeds",220.00,outofstock,private
2224,2224,Seeds Echeveria diffractens,"SEEDS Succulents E,Succulent Seeds A-Z,Echeveria Seeds,SUCCULENT SEED INDEX",<p>Echeveria diffractens.&nbsp;</p>,,,instock,publish
2224-variation-0,2224,Seeds Echeveria diffractens,,<p>Echeveria diffractens.&nbsp;</p>,25 seeds,3.00,instock,publish
2224-variation-1,2224,Seeds Echeveria diffractens,,<p>Echeveria diffractens.&nbsp;</p>,100 seeds,10.00,instock,publish
2225,2225,Seeds Echeveria derenbergii,"SEEDS Succulents E,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Echeveria derenbergii</p>,,,outofstock,private
2225-variation-0,2225,Seeds Echeveria derenbergii,,<p>Echeveria derenbergii</p>,500 seeds,40.00,outofstock,private
2225-variation-1,2225,Seeds Echeveria derenbergii,,<p>Echeveria derenbergii</p>,"1,000 seeds",70.00,outofstock,private
2226,2226,Neoraimondia aticensis,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neoraimondia,CACTI SEED INDEX",<p>Neoraimondia aticensis</p>,,,outofstock,private
2226-variation-0,2226,Neoraimondia aticensis,,<p>Neoraimondia aticensis</p>,500 seeds,13.50,outofstock,private
2226-variation-1,2226,Neoraimondia aticensis,,<p>Neoraimondia aticensis</p>,"1,000 seeds",20.00,outofstock,private
2227,2227,Neoraimondia churiensis,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neoraimondia,CACTI SEED INDEX",<p>Neoraimondia churiensis.</p>,,,instock,publish
2227-variation-0,2227,Neoraimondia churiensis,,<p>Neoraimondia churiensis.</p>,25 seeds,1.5,instock,publish
2227-variation-1,2227,Neoraimondia churiensis,,<p>Neoraimondia churiensis.</p>,100 seeds,3.5,instock,publish
2227-variation-2,2227,Neoraimondia churiensis,,<p>Neoraimondia churiensis.</p>,500 seeds,13.50,instock,publish
2227-variation-3,2227,Neoraimondia churiensis,,<p>Neoraimondia churiensis.</p>,"1,000 seeds",22.00,instock,publish
2227-variation-4,2227,Neoraimondia churiensis,,<p>Neoraimondia churiensis.</p>,"5,000 seeds",65.00,instock,publish
2229,2229,Neoraimondia mirabilis,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neoraimondia,CACTI SEED INDEX",<p>Neoraimondia mirabilis</p>,,,outofstock,private
2229-variation-0,2229,Neoraimondia mirabilis,,<p>Neoraimondia mirabilis</p>,500 seeds,15.00,outofstock,private
2229-variation-1,2229,Neoraimondia mirabilis,,<p>Neoraimondia mirabilis</p>,"1,000 seeds",25.00,outofstock,private
2230,2230,Neoraimondia viligera,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neoraimondia,CACTI SEED INDEX",<p>Neoraimondia viligera</p>,,,outofstock,private
2230-variation-0,2230,Neoraimondia viligera,,<p>Neoraimondia viligera</p>,500 seeds,15.00,outofstock,private
2230-variation-1,2230,Neoraimondia viligera,,<p>Neoraimondia viligera</p>,"1,000 seeds",25.00,outofstock,private
2231,2231,Neochilenia aspillagai,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neochilenia,CACTI SEED INDEX",<p>Neochilenia aspillagai</p>,,,instock,publish
2231-variation-0,2231,Neochilenia aspillagai,,<p>Neochilenia aspillagai</p>,25 seeds,1.50,instock,publish
2231-variation-1,2231,Neochilenia aspillagai,,<p>Neochilenia aspillagai</p>,100 seeds,3.50,instock,publish
2231-variation-2,2231,Neochilenia aspillagai,,<p>Neochilenia aspillagai</p>,500 seeds,15.00,instock,publish
2231-variation-3,2231,Neochilenia aspillagai,,<p>Neochilenia aspillagai</p>,"1,000 seeds",24.00,instock,publish
4420,4420,Neochilenia huascensis,"Neochilenia,SEEDS  Cacti N,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Neochilenia huascensis.</p>,,,instock,publish
4420-variation-0,4420,Neochilenia huascensis,,<p>Neochilenia huascensis.</p>,25 seeds,1.5,instock,publish
4420-variation-1,4420,Neochilenia huascensis,,<p>Neochilenia huascensis.</p>,100 seeds,3.5,instock,publish
4420-variation-2,4420,Neochilenia huascensis,,<p>Neochilenia huascensis.</p>,500 seeds,17.5,instock,publish
4420-variation-3,4420,Neochilenia huascensis,,<p>Neochilenia huascensis.</p>,1000 seeds,27.5,instock,publish
2232,2232,Neochilenia deherdtiana,"SEEDS  Cacti N,Cacti Seed List (A to Z),Neochilenia,CACTI SEED INDEX",<p>Neochilenia deherdtiana</p>,,,instock,publish
2232-variation-0,2232,Neochilenia deherdtiana,,<p>Neochilenia deherdtiana</p>,25 seeds,1.50,instock,publish
2232-variation-1,2232,Neochilenia deherdtiana,,<p>Neochilenia deherdtiana</p>,100 seeds,5,instock,publish
2232-variation-2,2232,Neochilenia deherdtiana,,<p>Neochilenia deherdtiana</p>,500 seeds,17.5,instock,publish
2232-variation-3,2232,Neochilenia deherdtiana,,<p>Neochilenia deherdtiana</p>,"1,000 seeds",30.00,instock,publish
2233,2233,Seeds Malephora crocera,"SEEDS Succulents M-0,Succulent Seeds A-Z,Mesembryanthemum,Malephora Seeds,SUCCULENT SEED INDEX",<p>Malephora crocea&nbsp;</p>,,,instock,publish
2233-variation-0,2233,Seeds Malephora crocera,,<p>Malephora crocea&nbsp;</p>,25 seeds,1.50,instock,publish
2233-variation-1,2233,Seeds Malephora crocera,,<p>Malephora crocea&nbsp;</p>,100 seeds,3.50,instock,publish
2233-variation-2,2233,Seeds Malephora crocera,,<p>Malephora crocea&nbsp;</p>,500 seeds,13.50,instock,publish
2233-variation-3,2233,Seeds Malephora crocera,,<p>Malephora crocea&nbsp;</p>,1000 seeds,24.00,instock,publish
2233-variation-4,2233,Seeds Malephora crocera,,<p>Malephora crocea&nbsp;</p>,5000 seeds,85.00,instock,publish
2234,2234,Seeds Oscularia deltoidae,"SEEDS Succulents M-0,Succulent Seeds A-Z,Mesembryanthemum,Oscularia Seeds,SUCCULENT SEED INDEX",<p>Oscularia deltoidae</p>,,,outofstock,private
2234-variation-0,2234,Seeds Oscularia deltoidae,,<p>Oscularia deltoidae</p>,25 seeds,1.50,outofstock,private
2236,2236,Opuntia bradtiana,"SEEDS  Cacti O,Cacti Seed List (A to Z),Opuntia,CACTI SEED INDEX",<p>Opuntia bradtiana (Syn: GRUSONIA bradtiana)</p>,,,outofstock,private
2236-variation-0,2236,Opuntia bradtiana,,<p>Opuntia bradtiana (Syn: GRUSONIA bradtiana)</p>,25 seeds,1.75,outofstock,private
2274,2274,Gymnocactus aguirreanus,"SEEDS  Cacti G,Cacti Seed List (A to Z),Gymnocactus,CACTI SEED INDEX",<p>Gymnocactus aguirreanus.</p>,,,instock,publish
2274-variation-0,2274,Gymnocactus aguirreanus,,<p>Gymnocactus aguirreanus.</p>,10 seeds,2.00,instock,publish
2274-variation-1,2274,Gymnocactus aguirreanus,,<p>Gymnocactus aguirreanus.</p>,25 seeds,4.00,instock,publish
2274-variation-2,2274,Gymnocactus aguirreanus,,<p>Gymnocactus aguirreanus.</p>,100 seeds,15.00,instock,publish
2274-variation-3,2274,Gymnocactus aguirreanus,,<p>Gymnocactus aguirreanus.</p>,500 seeds,50.00,instock,publish
2274-variation-4,2274,Gymnocactus aguirreanus,,<p>Gymnocactus aguirreanus.</p>,"1,000 seeds",90,instock,publish
2275,2275,Lobivia corbula,"SEEDS Cacti L,Cacti Seed List (A to Z),Lobivia,CACTI SEED INDEX",<p>Lobivia corbula.&nbsp;</p>,,,instock,publish
2275-variation-0,2275,Lobivia corbula,,<p>Lobivia corbula.&nbsp;</p>,25 seeds,1.50,instock,publish
2275-variation-1,2275,Lobivia corbula,,<p>Lobivia corbula.&nbsp;</p>,100 seeds,3.5,instock,publish
2275-variation-2,2275,Lobivia corbula,,<p>Lobivia corbula.&nbsp;</p>,500 seeds,15.00,instock,publish
2275-variation-3,2275,Lobivia corbula,,<p>Lobivia corbula.&nbsp;</p>,1000 seeds,27.5,instock,publish
2275-variation-4,2275,Lobivia corbula,,<p>Lobivia corbula.&nbsp;</p>,5000 seeds,85.00,instock,publish
2238,2238,Turbinicarpus schwarzii v. rubriflorus,"SEEDS Cacti T,Cacti Seed List (A to Z),Turbinicarpus,CACTI SEED INDEX",<p>Turbinicarpus schwarzii v. rubriflorus. (Turbinicarpus schmiedickeanus subs. schwarzii v. rubriflorus)</p>,,,instock,publish
2238-variation-0,2238,Turbinicarpus schwarzii v. rubriflorus,,<p>Turbinicarpus schwarzii v. rubriflorus. (Turbinicarpus schmiedickeanus subs. schwarzii v. rubriflorus)</p>,25 seeds,1.75,instock,publish
2238-variation-1,2238,Turbinicarpus schwarzii v. rubriflorus,,<p>Turbinicarpus schwarzii v. rubriflorus. (Turbinicarpus schmiedickeanus subs. schwarzii v. rubriflorus)</p>,100 seeds,6,instock,publish
2238-variation-2,2238,Turbinicarpus schwarzii v. rubriflorus,,<p>Turbinicarpus schwarzii v. rubriflorus. (Turbinicarpus schmiedickeanus subs. schwarzii v. rubriflorus)</p>,500 seeds,20.00,instock,publish
2238-variation-3,2238,Turbinicarpus schwarzii v. rubriflorus,,<p>Turbinicarpus schwarzii v. rubriflorus. (Turbinicarpus schmiedickeanus subs. schwarzii v. rubriflorus)</p>,1000 seeds,35.00,instock,publish
2238-variation-4,2238,Turbinicarpus schwarzii v. rubriflorus,,<p>Turbinicarpus schwarzii v. rubriflorus. (Turbinicarpus schmiedickeanus subs. schwarzii v. rubriflorus)</p>,5000 seeds,140.00,instock,publish
2239,2239,Seeds Agave polyanthiflora,"SEEDS Succulents A,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Agave polyanthiflora</p>,,,outofstock,private
2239-variation-0,2239,Seeds Agave polyanthiflora,,<p>Agave polyanthiflora</p>,25 seeds,2.35,outofstock,private
2239-variation-1,2239,Seeds Agave polyanthiflora,,<p>Agave polyanthiflora</p>,100 seeds,4.65,outofstock,private
2240,2240,Seeds Pachyphytum compactum,"SEEDS Succulents P,Succulent Seeds A-Z,Pachyphytum Seeds,SUCCULENT SEED INDEX",<p>Pachyphytum compactum.</p>,,,instock,publish
2240-variation-0,2240,Seeds Pachyphytum compactum,,<p>Pachyphytum compactum.</p>,25 seeds,5,instock,publish
2240-variation-1,2240,Seeds Pachyphytum compactum,,<p>Pachyphytum compactum.</p>,100 seeds,15,instock,publish
